index,Order ID,Date,Status,Fulfillment,Sales Channel ,ship-service-level,SKU,Category,Size,ASIN,Courier Status,Qty,Currency,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,fulfilled-by
1433,403-5397826-7945917,04-07-22,Shipped,Merchant,Amazon.in,Expedited,JNE3394-KR-XL,Bottom,XL,B08LWWYMDX,Shipped,2,INR,1279.5,VISAKHAPATNAM,ANDHRA PRADESH,612600,IN Core Free Shipping,Easy Ship
1434,403-5003247-9608868,04-07-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3394-KR-M,Western Dress,M,B08LWWYMDX,Unshipped,2,INR,1058.5,MADURAI,TAMIL NADU,629742,FALSE,Easy Ship
1435,403-9945518-8686026,05-16-22,Shipped,Merchant,Amazon.in,Standard,NWM01-L,Top,L,B098VXG22J,Shipped,3,INR,314.87,BENGALURU,KARNATAKA,657092,FALSE,Easy Ship
1436,403-6641634-9043046,04-20-22,Shipped,Merchant,Amazon.in,Standard,NWM01-S,Bottom,S,B09W3UXLHF,Shipped,1,INR,1058.5,PURULIA,WEST BENGAL,543987,FALSE,Easy Ship
1437,403-3661218-1942363,05-13-22,Shipped,Merchant,Amazon.in,Expedited,JNE3405-KR-M,Ethnic Dress,M,B08LWWYMDX,Shipped,2,INR,1058.5,GHAZIABAD,UTTAR PRADESH,408722,FALSE,Easy Ship
1438,403-8991406-7184041,05-24-22,Cancelled,Amazon,Amazon.in,Expedited,NWM01-S,Bottom,S,B09G3B6MV2,Cancelled,0,INR,0.0,HUBLI,KARNATAKA,565406,IN Core Free Shipping,Amazon
1439,403-1845832-4883728,05-21-22,Cancelled,Merchant,Amazon.in,Standard,JNE3394-KR-M,Top,M,B09G3B6MV2,Cancelled,0,INR,0.0,MANGALURU,KARNATAKA,541046,FALSE,Easy Ship
1440,403-1921611-1011357,05-14-22,Cancelled,Amazon,Amazon.in,Standard,JNE3394-KR-L,Bottom,L,B08LWWYMDX,Cancelled,0,INR,0.0,BENGALURU,KARNATAKA,649155,FALSE,Amazon
1441,403-8600517-7569924,05-11-22,Cancelled,Merchant,Amazon.in,Standard,JNE3394-KR-M,Bottom,M,B09G3B6MV2,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,574037,FALSE,Easy Ship
1442,403-1206543-9885560,04-05-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797-KR-XS,kurta,XS,B082W9XY8F,Unshipped,2,INR,314.87,VISAKHAPATNAM,ANDHRA PRADESH,420821,FALSE,Amazon
1443,403-3127002-4930189,05-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3394-KR-XL,Western Dress,XL,B09G3B6MV2,Unshipped,1,INR,1279.5,KOLKATA,WEST BENGAL,544724,IN Core Free Shipping,Amazon
1444,403-1219482-4639523,05-06-22,Shipped,Amazon,Amazon.in,Standard,J0003-SET-M,Top,M,B082W9XY8F,Unshipped,1,INR,579.48,Noida,UTTAR PRADESH,426013,FALSE,Amazon
1445,403-9116359-9809320,04-24-22,Cancelled,Merchant,Amazon.in,Expedited,NWM01-M,kurta,M,B08LWWYMDX,Cancelled,0,INR,0.0,SILIGURI,WEST BENGAL,492461,FALSE,Easy Ship
1446,403-8323656-9383734,05-27-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3797-KR-L,Bottom,L,B09G3B6MV2,Shipped,1,INR,744.29,SILIGURI,WEST BENGAL,451908,IN Core Free Shipping,Amazon
1447,403-1093131-9937646,04-05-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-XXL,Saree,XXL,B09W3UXLHF,Shipped,1,INR,314.87,MYSURU,KARNATAKA,632373,FALSE,Easy Ship
1448,403-4460289-6781811,05-15-22,Shipped,Merchant,Amazon.in,Standard,JNE3405-KR-XXL,Top,XXL,B09W3UXLHF,Unshipped,2,INR,314.87,GUNTUR,ANDHRA PRADESH,563385,IN Core Free Shipping,Easy Ship
1449,403-3818315-3755283,05-06-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3797-KR-L,Bottom,L,B09W3UXLHF,Unshipped,3,INR,744.29,MALDA,WEST BENGAL,490301,FALSE,Amazon
1450,403-2689206-9627324,05-18-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3394-KR-S,Western Dress,S,B082W9XY8F,Cancelled,0,INR,0.0,NELLORE,ANDHRA PRADESH,565709,FALSE,Easy Ship
1451,403-2921625-7342274,04-22-22,Cancelled,Amazon,Amazon.in,Standard,JNE3394-KR-XXL,Saree,XXL,B082W9XY8F,Cancelled,0,INR,0.0,CHIRALA,ANDHRA PRADESH,509122,FALSE,Amazon
1452,403-3371013-6824864,04-21-22,Cancelled,Merchant,Amazon.in,Expedited,NWM01-3XL,Saree,3XL,B09W3UXLHF,Cancelled,0,INR,0.0,MYSURU,KARNATAKA,680213,FALSE,Easy Ship
1453,403-1391396-4104688,05-17-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3733-KR-XS,Saree,XS,B09W3UXLHF,Shipped,2,INR,314.87,GHAZIABAD,UTTAR PRADESH,427816,IN Core Free Shipping,Amazon
1454,403-9308058-7435860,05-06-22,Cancelled,Amazon,Amazon.in,Expedited,J0003-SET-M,Saree,M,B082W9XY8F,Cancelled,0,INR,0.0,NELLORE,ANDHRA PRADESH,400575,IN Core Free Shipping,Amazon
1455,403-8059468-6806174,05-07-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,NWM01-3XL,Blouse,3XL,B08LWWYMDX,Shipped,3,INR,579.48,HUBLI,KARNATAKA,503026,IN Core Free Shipping,Easy Ship
1456,403-9747603-4019380,04-18-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,J0003-SET-S,Western Dress,S,B082W9XY8F,Unshipped,3,INR,744.29,KALYAN,MAHARASHTRA,699151,FALSE,Amazon
1457,403-4584019-9347687,04-03-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-3XL,kurta,3XL,B09W3UXLHF,Shipped,2,INR,744.29,KOLKATA,WEST BENGAL,524564,FALSE,Amazon
1458,403-2871869-7958718,04-12-22,Shipped,Merchant,Amazon.in,Standard,J0003-SET-XXL,Western Dress,XXL,B09W3UXLHF,Unshipped,2,INR,744.29,BENGALURU,KARNATAKA,624168,IN Core Free Shipping,Easy Ship
1459,403-3485403-6737224,04-08-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3797-KR-3XL,Top,3XL,B09G3B6MV2,Unshipped,1,INR,579.48,NELLORE,ANDHRA PRADESH,425483,IN Core Free Shipping,Amazon
1460,403-5839039-8293748,04-03-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3394-KR-M,Bottom,M,B09G3B6MV2,Shipped,2,INR,314.87,CHENNAI,TAMIL NADU,621037,IN Core Free Shipping,Easy Ship
1461,403-4924429-1893458,04-09-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3394-KR-XL,Bottom,XL,B082W9XY8F,Cancelled,0,INR,0.0,VISAKHAPATNAM,ANDHRA PRADESH,656718,IN Core Free Shipping,Easy Ship
1462,403-2610734-8279723,05-05-22,Cancelled,Merchant,Amazon.in,Standard,JNE3405-KR-M,Bottom,M,B082W9XY8F,Cancelled,0,INR,0.0,VISAKHAPATNAM,ANDHRA PRADESH,677160,FALSE,Easy Ship
1463,403-7133352-8493075,04-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-M,Top,M,B082W9XY8F,Shipped,1,INR,453.67,MALDA,WEST BENGAL,601082,FALSE,Easy Ship
1464,403-3012267-7742765,04-12-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-S,Bottom,S,B098VXG22J,Unshipped,1,INR,314.87,COIMBATORE,TAMIL NADU,524702,IN Core Free Shipping,Easy Ship
1465,403-6055439-1019597,04-04-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,NWM01-M,Bottom,M,B08LWWYMDX,Shipped,1,INR,314.87,CHENNAI,TAMIL NADU,455016,IN Core Free Shipping,Easy Ship
1466,403-2604071-7558289,05-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3733-KR-3XL,Western Dress,3XL,B08LWWYMDX,Shipped,1,INR,744.29,MYSURU,KARNATAKA,557013,FALSE,Easy Ship
1467,403-8348694-6760059,04-06-22,Shipped,Merchant,Amazon.in,Expedited,JNE3405-KR-M,Set,M,B09G3B6MV2,Shipped,2,INR,744.29,KOLKATA,WEST BENGAL,528354,IN Core Free Shipping,Easy Ship
1468,403-9611501-3198751,04-21-22,Shipped,Merchant,Amazon.in,Standard,JNE3394-KR-S,Saree,S,B09W3UXLHF,Unshipped,2,INR,314.87,SALEM,TAMIL NADU,683714,FALSE,Easy Ship
1469,403-8892747-4514879,04-24-22,Shipped,Amazon,Amazon.in,Standard,JNE3394-KR-XS,Western Dress,XS,B09G3B6MV2,Shipped,2,INR,314.87,KOLKATA,WEST BENGAL,698601,IN Core Free Shipping,Amazon
1470,403-4303400-4289854,04-28-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-3XL,kurta,3XL,B098VXG22J,Unshipped,3,INR,1279.5,VIJAYAWADA,ANDHRA PRADESH,580249,FALSE,Amazon
1471,403-4894786-8230560,05-06-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797-KR-S,Bottom,S,B08LWWYMDX,Unshipped,2,INR,1058.5,MANGALURU,KARNATAKA,645384,FALSE,Easy Ship
1472,403-2557127-9335840,04-26-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3733-KR-XL,Top,XL,B08LWWYMDX,Cancelled,0,INR,0.0,MYSURU,KARNATAKA,681848,FALSE,Easy Ship
1473,403-1126677-8979827,05-29-22,Shipped,Amazon,Amazon.in,Standard,JNE3394-KR-M,kurta,M,B098VXG22J,Unshipped,3,INR,453.67,KOLKATA,WEST BENGAL,600573,IN Core Free Shipping,Amazon
1474,403-9482330-7268693,05-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3797-KR-M,Top,M,B09W3UXLHF,Unshipped,3,INR,744.29,CHENNAI,TAMIL NADU,478100,IN Core Free Shipping,Easy Ship
1475,403-9686147-1460262,04-04-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3797-KR-M,Western Dress,M,B098VXG22J,Cancelled,0,INR,0.0,SILIGURI,WEST BENGAL,557044,IN Core Free Shipping,Easy Ship
1476,403-2011412-1827421,04-03-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3797-KR-3XL,Blouse,3XL,B08LWWYMDX,Unshipped,2,INR,744.29,MALDA,WEST BENGAL,658545,IN Core Free Shipping,Amazon
1477,403-2944831-9538868,04-30-22,Shipped,Merchant,Amazon.in,Standard,JNE3405-KR-XS,Set,XS,B09G3B6MV2,Shipped,2,INR,1058.5,MUMBAI,MAHARASHTRA,661060,IN Core Free Shipping,Easy Ship
1478,403-5904960-3699173,04-01-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3797-KR-XL,Ethnic Dress,XL,B098VXG22J,Cancelled,0,INR,0.0,CHENNAI,TAMIL NADU,660007,FALSE,Easy Ship
1479,403-6513327-6146046,04-01-22,Shipped,Amazon,Amazon.in,Standard,JNE3733-KR-M,Blouse,M,B082W9XY8F,Shipped,1,INR,1058.5,MUMBAI,MAHARASHTRA,618119,FALSE,Amazon
1480,403-1410455-3923227,05-12-22,Shipped,Amazon,Amazon.in,Standard,JNE3797-KR-3XL,Top,3XL,B08LWWYMDX,Unshipped,2,INR,744.29,MADURAI,TAMIL NADU,686169,FALSE,Amazon
1481,403-3756609-4863925,05-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405-KR-XL,Ethnic Dress,XL,B082W9XY8F,Unshipped,3,INR,579.48,BENGALURU,KARNATAKA,471250,IN Core Free Shipping,Easy Ship
1482,403-6494697-9999908,05-26-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-L,Saree,L,B09W3UXLHF,Shipped,3,INR,744.29,MUMBAI,MAHARASHTRA,524688,FALSE,Easy Ship
1483,403-3186337-8301795,04-27-22,Cancelled,Amazon,Amazon.in,Standard,JNE3394-KR-M,Saree,M,B08LWWYMDX,Cancelled,0,INR,0.0,GHAZIABAD,UTTAR PRADESH,497855,IN Core Free Shipping,Amazon
1484,403-5287142-1884440,05-18-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3733-KR-M,kurta,M,B098VXG22J,Cancelled,0,INR,0.0,KALYAN,MAHARASHTRA,506627,IN Core Free Shipping,Easy Ship
1485,403-7508942-8451148,04-20-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,J0003-SET-XXL,Top,XXL,B09W3UXLHF,Shipped,1,INR,1279.5,KANPUR,UTTAR PRADESH,656144,FALSE,Amazon
1486,403-1249134-2639181,04-14-22,Shipped,Merchant,Amazon.in,Standard,NWM01-L,Western Dress,L,B082W9XY8F,Shipped,3,INR,744.29,LUCKNOW,UTTAR PRADESH,626693,FALSE,Easy Ship
1487,403-6041736-5657777,04-27-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3733-KR-3XL,Western Dress,3XL,B098VXG22J,Cancelled,0,INR,0.0,MANGALURU,KARNATAKA,674553,FALSE,Easy Ship
1488,403-2378693-4568264,05-06-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405-KR-XS,Bottom,XS,B082W9XY8F,Unshipped,1,INR,1279.5,KALYAN,MAHARASHTRA,504998,FALSE,Amazon
1489,403-1384138-9254119,04-19-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3394-KR-M,Bottom,M,B09G3B6MV2,Cancelled,0,INR,0.0,PURULIA,WEST BENGAL,659423,IN Core Free Shipping,Amazon
1490,403-5198627-1246446,05-16-22,Cancelled,Amazon,Amazon.in,Standard,JNE3733-KR-M,Set,M,B082W9XY8F,Cancelled,0,INR,0.0,MANGALURU,KARNATAKA,631490,IN Core Free Shipping,Amazon
1491,403-3398746-7170348,05-14-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797-KR-L,Top,L,B09W3UXLHF,Shipped,1,INR,453.67,PUNE,MAHARASHTRA,465563,FALSE,Amazon
1492,403-6260981-1409772,05-16-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3394-KR-XXL,Western Dress,XXL,B082W9XY8F,Shipped,2,INR,453.67,MYSURU,KARNATAKA,607775,IN Core Free Shipping,Easy Ship
1493,403-8770406-4340225,04-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE3394-KR-M,Bottom,M,B09W3UXLHF,Shipped,1,INR,1058.5,VISAKHAPATNAM,ANDHRA PRADESH,653264,IN Core Free Shipping,Amazon
1494,403-6242343-6610353,05-12-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3797-KR-XL,Top,XL,B08LWWYMDX,Shipped,1,INR,579.48,Noida,UTTAR PRADESH,577450,FALSE,Amazon
1495,403-1354740-4639952,05-04-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3405-KR-XXL,kurta,XXL,B09W3UXLHF,Unshipped,1,INR,1279.5,MYSURU,KARNATAKA,684582,IN Core Free Shipping,Amazon
1496,403-2698287-7348076,04-06-22,Shipped,Merchant,Amazon.in,Standard,JNE3405-KR-L,Bottom,L,B098VXG22J,Unshipped,3,INR,1279.5,CHIRALA,ANDHRA PRADESH,584820,FALSE,Easy Ship
1497,403-1834983-4863996,04-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-XL,Top,XL,B09W3UXLHF,Shipped,1,INR,314.87,GUNTUR,ANDHRA PRADESH,619482,IN Core Free Shipping,Easy Ship
1498,403-3214750-3480043,05-03-22,Shipped,Amazon,Amazon.in,Standard,JNE3797-KR-XS,kurta,XS,B082W9XY8F,Shipped,2,INR,744.29,THANE,MAHARASHTRA,611786,IN Core Free Shipping,Amazon
1499,403-5648571-5930766,05-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3797-KR-XXL,kurta,XXL,B09G3B6MV2,Unshipped,2,INR,453.67,AGRA,UTTAR PRADESH,560240,FALSE,Easy Ship
1500,403-1730649-9424900,05-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797-KR-L,Western Dress,L,B082W9XY8F,Unshipped,1,INR,1058.5,GHAZIABAD,UTTAR PRADESH,591437,FALSE,Amazon
1501,403-5026704-7976262,05-23-22,Shipped,Amazon,Amazon.in,Expedited,NWM01-S,Top,S,B082W9XY8F,Shipped,2,INR,744.29,NAGPUR,MAHARASHTRA,638793,IN Core Free Shipping,Amazon
1502,403-9622566-5289015,05-19-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3733-KR-XS,Bottom,XS,B09W3UXLHF,Shipped,1,INR,453.67,MALDA,WEST BENGAL,541168,IN Core Free Shipping,Amazon
1503,403-4656178-3999148,04-29-22,Shipped,Amazon,Amazon.in,Expedited,NWM01-M,kurta,M,B09G3B6MV2,Shipped,3,INR,314.87,CHENNAI,TAMIL NADU,518384,FALSE,Amazon
1504,403-6095553-3122974,05-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3733-KR-S,Saree,S,B09G3B6MV2,Cancelled,0,INR,0.0,KANPUR,UTTAR PRADESH,602055,IN Core Free Shipping,Amazon
1505,403-5637411-6104516,05-09-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-3XL,Bottom,3XL,B08LWWYMDX,Unshipped,2,INR,1058.5,MANGALURU,KARNATAKA,467500,IN Core Free Shipping,Easy Ship
1506,403-9599561-2101382,04-17-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3394-KR-XXL,Top,XXL,B082W9XY8F,Unshipped,1,INR,453.67,MADURAI,TAMIL NADU,571780,IN Core Free Shipping,Easy Ship
1507,403-3109524-9112938,04-22-22,Cancelled,Merchant,Amazon.in,Expedited,J0003-SET-XL,Ethnic Dress,XL,B098VXG22J,Cancelled,0,INR,0.0,SALEM,TAMIL NADU,414377,FALSE,Easy Ship
1508,403-1829203-2599608,04-13-22,Shipped,Merchant,Amazon.in,Expedited,JNE3733-KR-L,Ethnic Dress,L,B09W3UXLHF,Shipped,2,INR,453.67,COIMBATORE,TAMIL NADU,405931,FALSE,Easy Ship
1509,403-5905892-2234406,04-15-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3394-KR-S,Western Dress,S,B09G3B6MV2,Cancelled,0,INR,0.0,KALYAN,MAHARASHTRA,624261,FALSE,Easy Ship
1510,403-9602808-1173769,05-22-22,Shipped,Amazon,Amazon.in,Standard,JNE3733-KR-3XL,Set,3XL,B08LWWYMDX,Unshipped,3,INR,744.29,SILIGURI,WEST BENGAL,425803,FALSE,Amazon
1511,403-4908102-5515888,05-01-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3394-KR-M,Saree,M,B09G3B6MV2,Unshipped,3,INR,453.67,SALEM,TAMIL NADU,634746,FALSE,Amazon
1512,403-1935938-2556103,05-10-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NWM01-XXL,Western Dress,XXL,B08LWWYMDX,Unshipped,3,INR,744.29,SILIGURI,WEST BENGAL,583409,IN Core Free Shipping,Easy Ship
1513,403-2559118-8020559,04-08-22,Cancelled,Amazon,Amazon.in,Standard,JNE3405-KR-XXL,Western Dress,XXL,B09W3UXLHF,Cancelled,0,INR,0.0,NELLORE,ANDHRA PRADESH,488271,FALSE,Amazon
1514,403-2873688-9145491,04-04-22,Shipped,Merchant,Amazon.in,Standard,JNE3797-KR-S,kurta,S,B082W9XY8F,Unshipped,2,INR,314.87,MYSURU,KARNATAKA,657861,IN Core Free Shipping,Easy Ship
1515,403-5747907-4248065,05-17-22,Cancelled,Amazon,Amazon.in,Standard,JNE3405-KR-M,kurta,M,B098VXG22J,Cancelled,0,INR,0.0,GUNTUR,ANDHRA PRADESH,602628,FALSE,Amazon
1516,403-9839165-2224499,04-20-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,NWM01-XXL,Set,XXL,B098VXG22J,Unshipped,3,INR,453.67,MALDA,WEST BENGAL,579804,FALSE,Amazon
1517,403-8231515-7931978,05-08-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,NWM01-XS,Top,XS,B09W3UXLHF,Shipped,2,INR,579.48,MALDA,WEST BENGAL,617502,FALSE,Amazon
1518,403-6053792-5233549,04-17-22,Shipped,Amazon,Amazon.in,Standard,JNE3405-KR-XXL,Saree,XXL,B082W9XY8F,Unshipped,3,INR,453.67,KOLKATA,WEST BENGAL,514081,IN Core Free Shipping,Amazon
1519,403-5570734-5703759,05-29-22,Shipped,Amazon,Amazon.in,Expedited,NWM01-XS,Set,XS,B09W3UXLHF,Shipped,1,INR,453.67,MYSURU,KARNATAKA,462246,IN Core Free Shipping,Amazon
1520,403-4970318-8157952,04-04-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3394-KR-S,Saree,S,B082W9XY8F,Cancelled,0,INR,0.0,CHIRALA,ANDHRA PRADESH,537706,IN Core Free Shipping,Easy Ship
1521,403-7034751-4082296,04-06-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3733-KR-XS,Blouse,XS,B098VXG22J,Cancelled,0,INR,0.0,SILIGURI,WEST BENGAL,680317,IN Core Free Shipping,Easy Ship
1522,403-8551596-6058984,04-04-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-XL,Top,XL,B098VXG22J,Shipped,1,INR,453.67,MADURAI,TAMIL NADU,529197,IN Core Free Shipping,Amazon
1523,403-2977366-8116749,05-17-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405-KR-S,Western Dress,S,B082W9XY8F,Cancelled,0,INR,0.0,GUNTUR,ANDHRA PRADESH,473213,IN Core Free Shipping,Amazon
1524,403-9298789-5691845,04-04-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3797-KR-XL,kurta,XL,B08LWWYMDX,Cancelled,0,INR,0.0,SALEM,TAMIL NADU,542425,IN Core Free Shipping,Easy Ship
1525,403-6236379-2069218,05-18-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3733-KR-XL,Set,XL,B082W9XY8F,Unshipped,1,INR,453.67,THANE,MAHARASHTRA,655937,FALSE,Amazon
1526,403-2864106-3283220,04-13-22,Cancelled,Amazon,Amazon.in,Expedited,NWM01-XXL,Western Dress,XXL,B08LWWYMDX,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,649814,FALSE,Amazon
1527,403-4185684-2525765,04-01-22,Shipped,Amazon,Amazon.in,Expedited,J0003-SET-S,Top,S,B09W3UXLHF,Unshipped,1,INR,744.29,LUCKNOW,UTTAR PRADESH,505812,FALSE,Amazon
1528,403-2080207-8630297,05-27-22,Shipped,Merchant,Amazon.in,Standard,NWM01-L,Top,L,B09W3UXLHF,Unshipped,1,INR,579.48,VIJAYAWADA,ANDHRA PRADESH,536618,FALSE,Easy Ship
1529,403-3410113-1893894,04-28-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3394-KR-XS,Top,XS,B098VXG22J,Shipped,1,INR,744.29,AGRA,UTTAR PRADESH,469948,IN Core Free Shipping,Easy Ship
1530,403-7085293-2691189,05-26-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,J0003-SET-XL,Bottom,XL,B098VXG22J,Unshipped,3,INR,1058.5,PURULIA,WEST BENGAL,605442,FALSE,Amazon
1531,403-9792385-1344140,05-04-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3405-KR-S,kurta,S,B08LWWYMDX,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,440369,IN Core Free Shipping,Easy Ship
1532,403-5107788-2983797,04-05-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3394-KR-XXL,Bottom,XXL,B098VXG22J,Shipped,1,INR,1058.5,PUNE,MAHARASHTRA,509374,FALSE,Amazon
1533,403-7082200-2781379,05-21-22,Shipped,Merchant,Amazon.in,Standard,JNE3405-KR-S,Ethnic Dress,S,B09G3B6MV2,Shipped,2,INR,314.87,PUNE,MAHARASHTRA,513718,IN Core Free Shipping,Easy Ship
1534,403-9690485-9658992,05-10-22,Cancelled,Merchant,Amazon.in,Standard,JNE3394-KR-XL,Top,XL,B09G3B6MV2,Cancelled,0,INR,0.0,KANPUR,UTTAR PRADESH,551138,IN Core Free Shipping,Easy Ship
1535,403-9835933-1729196,04-04-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,J0003-SET-XS,Saree,XS,B098VXG22J,Shipped,3,INR,579.48,KALYAN,MAHARASHTRA,675569,IN Core Free Shipping,Amazon
1536,403-6646221-5515785,04-04-22,Shipped,Merchant,Amazon.in,Expedited,J0003-SET-L,Ethnic Dress,L,B08LWWYMDX,Unshipped,1,INR,453.67,NELLORE,ANDHRA PRADESH,402918,IN Core Free Shipping,Easy Ship
1537,403-7832323-8270615,04-29-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-S,Blouse,S,B09G3B6MV2,Shipped,3,INR,744.29,SILIGURI,WEST BENGAL,679949,FALSE,Amazon
1538,403-8463139-9836372,04-22-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3394-KR-XS,kurta,XS,B09W3UXLHF,Shipped,3,INR,314.87,KANPUR,UTTAR PRADESH,567773,FALSE,Easy Ship
1539,403-3164589-6000850,04-25-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3394-KR-M,Set,M,B09G3B6MV2,Unshipped,3,INR,453.67,NAGPUR,MAHARASHTRA,658840,IN Core Free Shipping,Amazon
1540,403-5101432-9261138,04-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405-KR-3XL,Western Dress,3XL,B09G3B6MV2,Shipped,1,INR,453.67,MANGALURU,KARNATAKA,463466,IN Core Free Shipping,Easy Ship
1541,403-1221626-3475683,05-18-22,Shipped,Amazon,Amazon.in,Expedited,NWM01-L,Saree,L,B09G3B6MV2,Unshipped,3,INR,1058.5,VIJAYAWADA,ANDHRA PRADESH,603132,IN Core Free Shipping,Amazon
1542,403-6924841-3857910,04-18-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3405-KR-XS,Set,XS,B082W9XY8F,Shipped,2,INR,1058.5,NAGPUR,MAHARASHTRA,682555,FALSE,Amazon
1543,403-1293658-7595204,05-16-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3405-KR-XXL,Top,XXL,B09W3UXLHF,Shipped,3,INR,1058.5,MYSURU,KARNATAKA,539433,IN Core Free Shipping,Easy Ship
1544,403-8722437-3868042,05-26-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NWM01-XL,kurta,XL,B09G3B6MV2,Shipped,1,INR,453.67,MADURAI,TAMIL NADU,492372,FALSE,Easy Ship
1545,403-3282335-2847013,05-06-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-XL,Saree,XL,B098VXG22J,Unshipped,3,INR,744.29,MADURAI,TAMIL NADU,634520,IN Core Free Shipping,Easy Ship
1546,403-4948123-7781418,04-06-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3405-KR-XS,Ethnic Dress,XS,B09W3UXLHF,Shipped,1,INR,744.29,MADURAI,TAMIL NADU,662039,FALSE,Amazon
1547,403-8451372-4782109,04-17-22,Cancelled,Amazon,Amazon.in,Expedited,NWM01-M,Bottom,M,B09G3B6MV2,Cancelled,0,INR,0.0,PURULIA,WEST BENGAL,477831,FALSE,Amazon
